domain,page,website,IXOprice,currentPrice,ROI,discord_urls,twitter_urls,telegram_urls,ticktok_urls,instagram_urls,facebook_urls,youtube_urls,github_urls,linkedin_urls
bankex.com,https://cryptorank.io/ico/bankex,https://bankex.com/en/?utm_source=cryptorank,1.48,0.026,USD,,https://twitter.com/BANKEX,https://t.me/bankex,,,,,https://github.com/BankEx,
gladius.io,https://cryptorank.io/ico/gladius-token,https://gladius.io/?utm_source=cryptorank,1.25,0.000035,USD,,https://twitter.com/gladiusio,http://t.me/gladiusio,,,https://facebook.com/gladiusio,,https://github.com/gladiusio,
bitdegree.org,https://cryptorank.io/ico/bitdegree,https://www.bitdegree.org/?utm_source=cryptorank,0.0719,0.00199,USD,,https://twitter.com/bitdegree_org,https://t.me/bitdegree,,,,,https://github.com/bitdegree,
jibrel.network,https://cryptorank.io/ico/jibrel-network,https://jibrel.network/?utm_source=cryptorank,0.250,0.184,0.73,,https://twitter.com/jibrelnetwork,https://t.me/jibrel_network,,,,,https://github.com/jibrelnetwork,
sirinlabs.com,https://cryptorank.io/ico/sirin-labs-token,http://www.sirinlabs.com/?utm_source=cryptorank,0.470,0.00732,USD,,https://twitter.com/SIRINLABS,https://t.me/SIRINLABSANN,,,,,https://github.com/sirin-labs,
tokenpay.com,https://cryptorank.io/ico/tokenpay,https://www.tokenpay.com/?utm_source=cryptorank,5.46,0.0661,: ,,https://twitter.com/tokenpay,,,,,,https://github.com/tokenpay,
foodcoin.io,https://cryptorank.io/ico/food,https://www.foodcoin.io?utm_source=cryptorank,0.0774,0.00023,0,,https://twitter.com/foodcoin_io,https://t.me/Foodcoin,,,https://www.facebook.com/1000ecofarmscom/,,,
nitro.live,https://cryptorank.io/ico/nitro,https://www.nitro.live/?utm_source=cryptorank,0.970,0.0000117,: ,,https://twitter.com/nitrotoken,https://t.me/NitroToken_NOX,,,,,https://github.com/nitrotoken/nitro-crowdsale,
xns.insolar.io,https://cryptorank.io/ico/insolar,http://xns.insolar.io/?utm_source=cryptorank,2,0.359,USD,,https://twitter.com/insolario,https://t.me/InsolarAnnouncements,,,https://www.facebook.com/insolario/,,https://github.com/insolar/insolar,
uttoken.io,https://cryptorank.io/ico/uttoken,https://uttoken.io/?utm_source=cryptorank,0.900,0.189,: ,,https://twitter.com/uttoken,https://t.me/uttokenchannel,,,,,https://github.com/UnitedTraders/uttoken,
sola.foundation,https://cryptorank.io/ico/sola-token,https://sola.foundation/?utm_source=cryptorank,0.100,0.0161,0.16,,https://twitter.com/solaplatform,https://t.me/solaplatform,,,,,,
zenprotocol.com,https://cryptorank.io/ico/zen-protocol,https://www.zenprotocol.com?utm_source=cryptorank,3.86,0.0357,USD,,https://twitter.com/zen_protocol,https://t.me/zenprotocol/,,,https://www.facebook.com/thezenprotocol/,https://www.youtube.com/watch?v=LApKaGVapUk,https://github.com/zenprotocol/zen-wallet,
eosdac.io,https://cryptorank.io/ico/eosdac,https://eosdac.io/?utm_source=cryptorank,0.810,0.00148,: ,,https://twitter.com/eosdac,https://t.me/eosdacio,,,,,https://github.com/eosdac,
singularitynet.io,https://cryptorank.io/ico/singularitynet,https://singularitynet.io/?utm_source=cryptorank,0.100,0.205,USD,,https://twitter.com/singularity_net,https://t.me/singularitynet,,,,,https://github.com/singnet/singnet,
qlcchain.org,https://cryptorank.io/ico/qlink,https://qlcchain.org/?utm_source=cryptorank,0.100,0.0328,USD,,https://twitter.com/qlinkmobi,,,,https://www.facebook.com/dAppWINQ/,,https://github.com/qlcchain/,https://www.linkedin.com/company/qlcchain/
propsproject.com,https://cryptorank.io/ico/props,https://propsproject.com?utm_source=cryptorank,0.120,0.00707,0.06,,https://twitter.com/CryptoRank_io,https://t.me/CryptoRankNews,,,,https://www.youtube.com/watch?v=uk53L2w-MGo,https://github.com/PROPSProject,https://www.linkedin.com/company/props-younow/
hdactech.com,https://cryptorank.io/ico/hdac,https://www.hdactech.com?utm_source=cryptorank,0.810,0.0524,USD,,https://twitter.com/hdactech,https://t.me/Hdac_TGE,,,https://www.facebook.com/hdactech,,https://github.com/Hdactech,https://www.linkedin.com/company/hdac/
magiccoin.io,https://cryptorank.io/ico/magiccoin,https://magiccoin.io/?utm_source=cryptorank,0.100,0.0128,0.13,,https://twitter.com/magiccoinio,https://t.me/CryptoRankNews,,,,,,
appcoins.io,https://cryptorank.io/ico/appcoins,https://appcoins.io/?utm_source=cryptorank,0.270,0.00924,: ,,https://twitter.com/appcoinsproject,,,,https://www.facebook.com/AppCoinsOfficial/,,https://github.com/Aptoide/AppCoins-white-paper,
aditus.net,https://cryptorank.io/ico/aditus,https://www.aditus.net/?utm_source=cryptorank,0.05,0.000267,0.01,,https://twitter.com/aditusnet,https://t.me/aditusnetwork,,,,,https://github.com/aditus/,https://www.linkedin.com/in/aditus-adi-38b545152/
token.breadapp.com,https://cryptorank.io/ico/bread,https://token.breadapp.com/en/?utm_source=cryptorank,0.780,0.707,USD,,https://twitter.com/BRDHQ,,,,https://www.facebook.com/breadapp/,,,https://www.linkedin.com/company/breadwallet/
commerceblock.com,https://cryptorank.io/ico/commerceblock,https://www.commerceblock.com/?utm_source=cryptorank,0.0625,0.00311,USD,,https://twitter.com/commerceblock,,,,,,https://github.com/commerceblock,
neufund.org,https://cryptorank.io/ico/neumark,http://neufund.org/?utm_source=cryptorank,0.360,0.104,0.29,,https://twitter.com/neufundorg,https://t.me/neufund,,,,,https://github.com/Neufund/,
sophiatx.com,https://cryptorank.io/ico/sophiatx,https://www.sophiatx.com/?utm_source=cryptorank,0.0716,0.00671,USD,,https://twitter.com/Sophia_TX_,http://t.me/sophia_TX_com,,,,,,
thenagacoin.com,https://cryptorank.io/ico/naga,https://www.thenagacoin.com/?utm_source=cryptorank,1,1.41,USD,,https://twitter.com/nagainvesting,https://t.me/official_nagacoin,,,https://www.facebook.com/official.nagacoin/,https://www.youtube.com/channel/UCVuYNdaqi-dgRbQiqGx_M3A,,https://www.linkedin.com/company/thenagacoin
nebulas.io,https://cryptorank.io/ico/nebulas-token,https://nebulas.io/?utm_source=cryptorank,2,0.336,USD,,https://twitter.com/nebulasio,https://t.me/nebulasio,,,https://www.facebook.com/nebulasproject/,,https://github.com/nebulasio,
monero-classic.org,https://cryptorank.io/ico/monero-classic,http://monero-classic.org/?utm_source=cryptorank,0.250,0.196,0.78,,https://twitter.com/xmccurrency,https://t.me/xmccurrency,,,,,https://github.com/monero-classic,
dinastycoin.com,https://cryptorank.io/ico/dinastycoin,http://www.dinastycoin.com/?utm_source=cryptorank,2,0.00139,: ,,https://twitter.com/dinastycoin,https://t.me/CryptoRankNews,,,,,,
coinlancer.io,https://cryptorank.io/ico/coinlancer,https://www.coinlancer.io/?utm_source=cryptorank,0.250,0.00423,USD,,https://twitter.com/coin_lancer,https://t.me/Coinlancer,,,,,https://github.com/coinlancer,
bounty0x.io,https://cryptorank.io/ico/bounty0x,https://bounty0x.io/?utm_source=cryptorank,0.0165,0.00127,USD,,https://twitter.com/bounty0x,https://t.me/bounty0x,,,,,https://github.com/bounty0x,
songcoin.org,https://cryptorank.io/ico/songcoin,http://www.songcoin.org?utm_source=cryptorank,1,0.000503,0,,https://twitter.com/Songcoin_SONG,https://t.me/CryptoRankNews,,,,,https://github.com/Songcoin/Songcoin,
medibloc.org,https://cryptorank.io/ico/medibloc,https://medibloc.org/en/?utm_source=cryptorank,0.0088,0.0563,USD,,https://twitter.com/_medibloc,https://t.me/medibloc,,,,,https://github.com/Medibloc,
deepbrainchain.org,https://cryptorank.io/ico/deepbrain-chain,https://www.deepbrainchain.org/?utm_source=cryptorank,0.0158,0.00424,USD,,https://twitter.com/DeepBrainChain,http://t.me/deepbrainchain,,,,,,
medibloc.org,https://cryptorank.io/ico/medx,https://medibloc.org/?utm_source=cryptorank,0.0088,0.002,: ,,https://twitter.com/_MediBloc,https://t.me/medibloc,,,,,https://github.com/medibloc/erc20,
uptoken.org,https://cryptorank.io/ico/uptoken,https://uptoken.org/?utm_source=cryptorank,0.100,0.00169,0.02,,https://twitter.com/uptoken,https://t.me/Uptoken,,,,https://www.youtube.com/watch?v=_381QpDfcrc,,
greenmed.io,https://cryptorank.io/ico/greenmed,https://www.greenmed.io/?utm_source=cryptorank,0.0088,0.000997,: ,,https://twitter.com/greenmed_team,https://t.me/greenmedapp,,,,,https://github.com/GreenMed/Token,
aigang.network,https://cryptorank.io/ico/aigang,https://aigang.network/?utm_source=cryptorank,0.350,0.000426,USD,,https://twitter.com/aigangnetwork,https://t.me/aigangnetwork,,,,,https://github.com/AigangNetwork,
gifto.io,https://cryptorank.io/ico/gifto,https://gifto.io/?utm_source=cryptorank,0.100,0.0624,USD,,https://twitter.com/GIFTO_io,https://t.me/GIFTOOfficial,,,,,https://github.com/GIFTO-io,
get-protocol.io,https://cryptorank.io/ico/get-protocol,https://get-protocol.io/?utm_source=cryptorank,0.970,2.16,: ,,https://twitter.com/getprotocol,https://t.me/getprotocol,,,https://www.facebook.com/getprotocol,,https://github.com/getprotocol,
aelf.io,https://cryptorank.io/ico/aelf,http://aelf.io/?utm_source=cryptorank,0.099,0.483,USD,,https://twitter.com/aelfblockchain,https://t.me/aelfblockchain,,,,,https://github.com/aelfProject,
spectre.ai,https://cryptorank.io/ico/spectre-dividend,http://www.spectre.ai/?utm_source=cryptorank,0.220,0.110,USD,,https://twitter.com/SpectreAI,,,,,,https://github.com/spectre-ai/,
sdchain.io,https://cryptorank.io/ico/six-domain-chain,https://sdchain.io/?utm_source=cryptorank,0.05,0.00231,USD,,https://twitter.com/sixdomainchain,https://t.me/sdchainen,,,https://www.facebook.com/SDChain-World-383081042119323/,,https://github.com/SDChain/,
sportyco.io,https://cryptorank.io/ico/sportyco,https://www.sportyco.io/?utm_source=cryptorank,0.180,0.000533,: ,,https://twitter.com/sportyco_io,https://t.me/SportyCo_official,,,,,https://github.com/sportyfi,
universa.io,https://cryptorank.io/ico/universa,https://www.universa.io/?utm_source=cryptorank,0.01,0.00372,USD,,https://twitter.com/Universa_News,https://t.me/Uplatform,,,,,https://github.com/UniversaBlockchain/,
selfsell.com,https://cryptorank.io/ico/selfsell,https://www.selfsell.com/?utm_source=cryptorank,0.099,0.000108,USD,,https://twitter.com/self_sell,https://t.me/SelfSell_EN,,,https://www.facebook.com/SelfSell-1871066159886776/,,https://github.com/SelfSellTeam,
stormtoken.com,https://cryptorank.io/ico/storm,https://stormtoken.com/?utm_source=cryptorank,0.0113,0.0226,USD,,https://twitter.com/Storm_Token,,,,,,https://github.com/StormX-Inc/crowdsale,
aphelion.org,https://cryptorank.io/ico/aphelion,https://aphelion.org/?utm_source=cryptorank,0.130,0.000299,: ,,https://twitter.com/apheliontoken,https://t.me/AphelionToken,,,,,https://github.com/aphtoken/,
leverj.io,https://cryptorank.io/ico/leverj,https://www.leverj.io/?utm_source=cryptorank,0.150,0.0286,USD,,https://twitter.com/Leverj_io,,,,,https://www.youtube.com/watch?v=miJ4zz87VIs,https://github.com/leverj,
levocoin.com,https://cryptorank.io/ico/levocoin,http://www.levocoin.com/?utm_source=cryptorank,0.150,0.0000825,: ,,https://twitter.com/levocoin,https://t.me/CryptoRankNews,,,,,,
cashaa.com,https://cryptorank.io/ico/cashaa,https://www.cashaa.com/?utm_source=cryptorank,0.100,0.0156,USD,,https://twitter.com/yourCashaa,https://t.me/CryptoRankNews,,,,,,
verify.as,https://cryptorank.io/ico/verify,https://verify.as/?utm_source=cryptorank,0.230,0.0123,: ,,https://twitter.com/verif_yas,https://t.me/verifyas,,,,,https://github.com/verifyas,
twitter.com,https://cryptorank.io/ico/deltacredits,https://twitter.com/mishuuae1,0.230,0.0977,0.42,,https://twitter.com/mishuuae1,https://t.me/CryptoRankNews,,,,,,
fidentiax.com,https://cryptorank.io/ico/fidentiax,https://www.fidentiax.com/?utm_source=cryptorank,0.0289,0.00267,: ,,https://twitter.com/fidentiaX,https://t.me/fidentiaX,,,,,,
tkt-twinkle.com,https://cryptorank.io/ico/twinkle,http://www.tkt-twinkle.com/?utm_source=cryptorank,15.31,0.000814,: ,,https://twitter.com/TwinkleOfficia6,https://t.me/CryptoRankNews,,,,,,
crypto20.com,https://cryptorank.io/ico/c20,https://crypto20.com/?utm_source=cryptorank,1,4.65,: ,,https://twitter.com/CRYPTOtwenty,https://t.me/CryptoRankNews,,,,https://www.youtube.com/watch?v=c6s6p2OMmv4,https://github.com/cryptotwenty,
sensetoken.com,https://cryptorank.io/ico/sense,https://www.sensetoken.com/?utm_source=cryptorank,0.100,0.00406,USD,,https://twitter.com/sensay,https://t.me/SenseToken,,,,,https://github.com/sensay/,
ost.com,https://cryptorank.io/ico/ost,https://ost.com?utm_source=cryptorank,0.0889,0.00315,USD,,https://twitter.com/OSTdotcom,https://t.me/OSTdotcom,,,,,https://github.com/OpenSTFoundation,
dmarket.com,https://cryptorank.io/ico/dmarket,https://dmarket.com/?utm_source=cryptorank,0.630,0.0139,: ,,https://twitter.com/dmarket_com,,,,,,https://github.com/suntechsoft/dmarket-smartcontract,
stox.com,https://cryptorank.io/ico/stox,https://www.stox.com/?utm_source=cryptorank,0.120,0.0124,0.1,,https://twitter.com/stx_coin,,,,,,https://github.com/stx-technologies/stox-token,
playkey.io,https://cryptorank.io/ico/playkey,https://playkey.io/?utm_source=cryptorank,1.73,0.0194,: ,,https://twitter.com/Playkey_EN,https://t.me/playkey_io,,,,,https://github.com/Playkey/ico-contracts,
vezt.co,https://cryptorank.io/ico/vezt,https://vezt.co/?utm_source=cryptorank,0.500,0.000685,USD,,https://twitter.com/VeztInc,,,,,,https://github.com/Vezt/Vezt,
myboost.io,https://cryptorank.io/ico/boostcoin,https://myboost.io/?utm_source=cryptorank,0.0889,0.000575,: ,,https://twitter.com/myboostio,https://t.me/myboost,,,,,https://github.com/mammix2/boostcoin-core,
presearch.io,https://cryptorank.io/ico/presearch,https://www.presearch.io/?utm_source=cryptorank,0.200,0.374,1.87,,https://twitter.com/presearchnews,https://t.me/presearch,,,,,https://github.com/presearchofficial,
locktrip.com,https://cryptorank.io/ico/lockchain,https://locktrip.com/?utm_source=cryptorank,0.300,3.27,USD,,https://twitter.com/LockChainCo,,,,https://www.facebook.com/LockChainLOK/,,https://github.com/LockChainLtd/,
genaro.network,https://cryptorank.io/ico/genaro-network,https://genaro.network/en?utm_source=cryptorank,0.150,0.014,USD,,https://twitter.com/GenaroNetwork,https://t.me/GenaroNetworkOfficial,,,,https://www.youtube.com/watch?v=n3ak1mr_pnI,https://github.com/GenaroNetwork,
taelpay.com,https://cryptorank.io/ico/wabi,https://taelpay.com/?utm_source=cryptorank,0.240,0.197,USD,,https://twitter.com/taelpay,https://t.me/wabi_ico,,,,,,
game.com,https://cryptorank.io/ico/game,http://game.com/?utm_source=cryptorank,0.150,0.00281,USD,,https://twitter.com/gelert,https://t.me/gameico,,,,,https://github.com/GameLeLe,
eristica.com,https://cryptorank.io/ico/eristica,https://eristica.com/?utm_source=cryptorank,1.72,0.00047,: ,,https://twitter.com/EristicaApp,https://t.me/eristica,,,https://www.facebook.com/eristica/,,,
dlisk.com,https://cryptorank.io/ico/dappster,https://dlisk.com/?utm_source=cryptorank,0.200,0.000351,0,,https://twitter.com/dlisk_promo,https://t.me/CryptoRankNews,,,,,https://github.com/DLiskProject/dlisk,
paycent.com,https://cryptorank.io/ico/paycent,https://paycent.com/?utm_source=cryptorank,0.690,0.00255,: ,,https://twitter.com/PaycentGlobal,https://t.me/paycent,,,https://www.facebook.com/paycent.sg/,https://www.youtube.com/channel/UCNOUK_ymLmkN8b0WIBfmApw,https://github.com/PaycentGlobal,https://www.linkedin.com/showcase/paycentos/
tokensale.snov.io,https://cryptorank.io/ico/snovio,https://tokensale.snov.io/?utm_source=cryptorank,0.01,0.00411,0.41,,https://twitter.com/snovio_ico,https://t.me/snovio_ico,,,https://www.facebook.com/Snovio-ICO-147118702534568/,,,
esportschain.org,https://cryptorank.io/ico/esports-token,https://esportschain.org/?utm_source=cryptorank,1.72,0.000381,: ,,https://twitter.com/esports_chain,https://t.me/esportschain,,,,,https://github.com/esportschain/esportstoken,
wax.io,https://cryptorank.io/ico/wax,https://wax.io/?utm_source=cryptorank,0.320,0.469,USD,,https://twitter.com/WAX_io,https://t.me/wax_io,,,,https://www.youtube.com/watch?v=no2yLRv1R30,https://github.com/waxio,
bitclave.com,https://cryptorank.io/ico/bitclave,https://www.bitclave.com/?utm_source=cryptorank,0.100,0.000898,USD,,https://twitter.com/bitclave,https://t.me/BitClaveCommunity,,,,https://www.youtube.com/watch?v=mBhHHK6kJWM,https://github.com/bitclave/,https://www.linkedin.com/company/bitclave/
datum.org,https://cryptorank.io/ico/datum,https://datum.org/?utm_source=cryptorank,0.0192,0.0000926,: ,,https://twitter.com/datumnetwork,https://t.me/datumnetwork,,,https://www.facebook.com/datumnetwork/,https://www.youtube.com/watch?v=DZH3wz0LVFw,https://github.com/datumnetwork,
mywish.io,https://cryptorank.io/ico/mywish,https://mywish.io/?utm_source=cryptorank,0.210,0.0969,: ,,https://twitter.com/mywishplatform,https://t.me/MyWish_platform,,,,,https://github.com/mywishplatform,
mercuryprotocol.com,https://cryptorank.io/ico/mercury-protocol,https://www.mercuryprotocol.com/?utm_source=cryptorank,0.043,0.442,USD,,https://twitter.com/mercuryprotocol,,,,,,,
aion.network,https://cryptorank.io/ico/aion,https://aion.network/?utm_source=cryptorank,1,0.156,USD,,https://twitter.com/openappnetwork,https://t.me/aion_blockchain,,,https://www.facebook.com/TheOpenApplicationNetwork/,,https://github.com/aionnetwork,https://www.linkedin.com/company/aion-network/
diviproject.org,https://cryptorank.io/ico/divi-exchange-token,https://www.diviproject.org/?utm_source=cryptorank,0.620,2.57,: ,https://discord.gg/qtVUx38,https://twitter.com/diviproject,,,,,https://www.youtube.com/watch?v=hblhPO0k6lo,https://github.com/Divicoin,https://www.linkedin.com/company/the-divi-project/
flixxo.com,https://cryptorank.io/ico/flixxo,https://www.flixxo.com/?utm_source=cryptorank,0.0934,0.0257,USD,,https://twitter.com/flixxo,https://t.me/flixxo,,,,,,
starbase.co,https://cryptorank.io/ico/starbase,https://starbase.co/?utm_source=cryptorank,0.100,0.00287,USD,,https://twitter.com/starbaseco,https://t.me/starbase,,,,https://www.youtube.com/watch?v=EEFFdeFkPBE,https://github.com/starbaseco,
starcoin.tv,https://cryptorank.io/ico/starcointv,http://www.starcoin.tv?utm_source=cryptorank,0.100,0.000398,: ,,https://twitter.com/CryptoRank_io,https://t.me/CryptoRankNews,,,,,,
cm.5miles.com,https://cryptorank.io/ico/cybermiles,https://cm.5miles.com/?utm_source=cryptorank,0.0524,0.006,USD,,https://twitter.com/cybermiles,https://t.me/cybermilestoken,,,https://www.facebook.com/cybermiles,https://www.youtube.com/watch?v=X1oZVOPUux8,https://github.com/cybermiles,https://www.linkedin.com/company/cybermiles/
cometcoin.com,https://cryptorank.io/ico/comet,https://cometcoin.com/?utm_source=cryptorank,0.0524,0.0104,: ,,https://twitter.com/cometcoin,https://t.me/CryptoRankNews,,,,,,
tnb.fund,https://cryptorank.io/ico/time-new-bank,http://tnb.fund/?utm_source=cryptorank,0.0171,0.000785,USD,,https://twitter.com/TimeNewBank,https://t.me/tnbgroup,,,,,https://github.com/fanxiong/crowdsale-contracts,
utrust.com,https://cryptorank.io/ico/utrust,https://utrust.com/?utm_source=cryptorank,0.065,0.398,USD,,https://twitter.com/utrust,https://t.me/utrustofficial,,,,,,
zap.org,https://cryptorank.io/ico/zap,http://www.zap.org/?utm_source=cryptorank,0.190,0.019,: ,,https://twitter.com/zaporacles,https://t.me/ZapStore,,,,,https://github.com/zapproject/,
quantstamp.com,https://cryptorank.io/ico/quantstamp,https://quantstamp.com/?utm_source=cryptorank,0.072,0.0403,USD,,https://twitter.com/Quantstamp,https://t.me/quantstamp,,,,,https://github.com/quantstamp,
micromoney.io,https://cryptorank.io/ico/micromoney,https://www.micromoney.io/?utm_source=cryptorank,1,0.0104,0.01,,https://twitter.com/micromoneyio,https://t.me/micromoneyico,,,,,https://github.com/micro-money/prime,
poa.network,https://cryptorank.io/ico/poa-network,https://poa.network/?utm_source=cryptorank,0.0724,0.011,USD,,https://twitter.com/poanetwork,https://t.me/oraclesnetwork,,,,,https://github.com/poanetwork,
ammoreloaded.io,https://cryptorank.io/ico/ammo-reloaded,http://ammoreloaded.io/?utm_source=cryptorank,1,0.000104,0,https://discord.gg/E3cWfkx,https://twitter.com/ReloadedAmmo,https://t.me/CryptoRankNews,,,,,https://github.com/AmmoCore/AmmoReloaded,
privatix.io,https://cryptorank.io/ico/privatix,https://privatix.io/?utm_source=cryptorank,3.33,0.0587,: ,,https://twitter.com/privatix1,https://t.me/Privatix,,,,,https://github.com/Privatix,
genesis.vision,https://cryptorank.io/ico/genesis-vision,https://genesis.vision/?utm_source=cryptorank,1,0.476,0.48,,https://twitter.com/genesis_vision,https://t.me/genesisvision,,,,,https://github.com/GenesisVision,
matryx.ai,https://cryptorank.io/ico/matryx,https://matryx.ai/?utm_source=cryptorank,0.290,0.00535,: ,,https://twitter.com/matryx_ai,https://t.me/matryxai,,,,,https://github.com/matryx,
soma.co,https://cryptorank.io/ico/soma,https://soma.co/?utm_source=cryptorank,0.740,0.000488,: ,,https://twitter.com/SomaEcomm,https://t.me/Somacommunity,,,,,https://github.com/Soma-co,
echat.io,https://cryptorank.io/ico/e-chat,https://echat.io/?utm_source=cryptorank,1.52,0.000193,0,,https://twitter.com/eChat_news,https://t.me/CryptoRankNews,,,https://www.facebook.com/E-Chat-1719429161696823/,https://www.youtube.com/channel/UCjra2gZ4qsOqhEbZi4IJtCA,,https://www.linkedin.com/company/18253119/
publica.io,https://cryptorank.io/ico/publica,https://publica.io/?utm_source=cryptorank,0.100,0.000168,0,,https://twitter.com/PublicaIO,https://t.me/publicaofficial,,,,,https://github.com/PublicaIO/,
spankchain.com,https://cryptorank.io/ico/spankchain,https://spankchain.com/?utm_source=cryptorank,0.019,0.00973,USD,https://discord.gg/Rz48YYy,https://twitter.com/spankchain,https://t.me/CryptoRankNews,,,,,https://github.com/spankchain,
gridplus.io,https://cryptorank.io/ico/grid,http://gridplus.io/?utm_source=cryptorank,1.15,1.97,USD,,https://twitter.com/gridplus,https://t.me/CryptoRankNews,,,,https://www.youtube.com/watch?v=WL9NmXdLOJ4,https://github.com/gridplus,
gridcoin.us,https://cryptorank.io/ico/gridcoin,http://www.gridcoin.us/?utm_source=cryptorank,1.15,0.00202,: ,https://discord.gg/Bt4YHxJ,https://twitter.com/GridcoinNetwork,https://t.me/gridcoin,,,,,https://github.com/gridcoin/Gridcoin-Research,
liquid.plus,https://cryptorank.io/ico/qash,https://liquid.plus/?utm_source=cryptorank,0.240,0.0612,USD,,https://twitter.com/Liquid_Global,https://t.me/QUOINE,,,https://facebook.com/QuoineGlobal/,,,https://www.linkedin.com/company/quoine
comsa.io,https://cryptorank.io/ico/comsa-eth,https://comsa.io/en/?utm_source=cryptorank,1,0.159,USD,,https://twitter.com/comsaglobal,https://t.me/comsaio,,,,,,
ripiocredit.network,https://cryptorank.io/ico/ripio-credit-network,https://ripiocredit.network/?utm_source=cryptorank,0.0743,0.0182,USD,,https://twitter.com/RCNFinance,https://t.me/RCNchat,,,,https://www.youtube.com/watch?v=EQbsUt89Gc4,https://github.com/ripio/rcn-network,
pcsblockchain.com,https://cryptorank.io/ico/pabyosi-coin-special,http://pcsblockchain.com/?utm_source=cryptorank,0.110,0.0071,: ,,https://twitter.com/CryptoRank_io,https://t.me/CryptoRankNews,,,,,,
jelurida.com,https://cryptorank.io/ico/ignis,https://www.jelurida.com/ico?utm_source=cryptorank,0.0391,0.0217,: ,,https://twitter.com/ignisguide,https://t.me/CryptoRankNews,,,,https://www.youtube.com/watch?v=NsRs0vpeNHE,,
enjincoin.io,https://cryptorank.io/ico/enjin-coin,https://enjincoin.io/?utm_source=cryptorank,0.0512,2.76,USD,,https://twitter.com/enjin,https://t.me/enjin_coin,,,,,https://github.com/enjin/contracts,
dragonchain.com,https://cryptorank.io/ico/dragonchain,https://dragonchain.com/?utm_source=cryptorank,0.0663,0.0787,USD,,https://twitter.com/dragonchaingang,https://t.me/dragontalk,,,https://www.facebook.com/Dragonchaingang/,,https://github.com/dragonchain/dragonchain,https://www.linkedin.com/company/18216867/
dentacoin.com,https://cryptorank.io/ico/dentacoin,http://www.dentacoin.com/?utm_source=cryptorank,0.0001,0.0000211,: ,,https://twitter.com/dentacoin,https://t.me/dentacoin,,,,,https://github.com/Dentacoin,
raiden.network,https://cryptorank.io/ico/raiden-network-token,https://raiden.network/?utm_source=cryptorank,0.670,0.200,USD,,https://twitter.com/raiden_network,https://t.me/CryptoRankNews,,,,,https://github.com/raiden-network/raiden/,
swarm.city,https://cryptorank.io/ico/swarm-city,http://swarm.city/?utm_source=cryptorank,0.09,0.0554,USD,,https://twitter.com/SwarmCityDApp,https://t.me/CryptoRankNews,,,https://www.facebook.com/groups/SwarmCity/,,https://github.com/swarmcity,
quatloos.org,https://cryptorank.io/ico/quatloo,http://quatloos.org?utm_source=cryptorank,0.610,0.0052,: ,,https://twitter.com/quatloocoin,https://t.me/CryptoRankNews,,,,,https://github.com/quatloos/quatloo,
benjirolls.cf,https://cryptorank.io/ico/benjirolls,http://benjirolls.cf/?utm_source=cryptorank,0.0512,0.000478,: ,,https://twitter.com/BenjiRolls,https://t.me/CryptoRankNews,,,,,https://github.com/BelligerentFool/BenjiRolls,
mark.space,https://cryptorank.io/ico/mark-space,https://mark.space/?utm_source=cryptorank,0.420,0.00102,: ,,https://twitter.com/markspaceio,https://t.me/markspaceio,,,,,,
aeron.aero,https://cryptorank.io/ico/aeron-,https://aeron.aero/?utm_source=cryptorank,0.500,0.000261,0,,https://twitter.com/aeron_aero,https://t.me/aeronaero,,,,,https://github.com/aeronaero/aeron,
hazza.network,https://cryptorank.io/ico/hazza-network,https://www.hazza.network/?utm_source=cryptorank,0.380,0.0238,0.06,,https://twitter.com/hazza_network,https://t.me/HAZZA_Official,,,,,,
cryptopay.me,https://cryptorank.io/ico/cryptopay,https://cryptopay.me/?utm_source=cryptorank,0.310,0.0709,: ,,https://twitter.com/cryptopay,https://t.me/cryptopayico,,,,,,
horizonstate.com,https://cryptorank.io/ico/decision-token,https://horizonstate.com/?utm_source=cryptorank,0.0874,0.000554,: ,,https://twitter.com/HorizonState,https://t.me/horizonstate,,,,,https://github.com/HorizonState/token-sale,
etherparty.com,https://cryptorank.io/ico/etherparty,https://etherparty.com/?utm_source=cryptorank,0.100,0.000616,: ,,https://twitter.com/etherparty_com,https://t.me/etherparty,,,https://www.facebook.com/etherparty/videos/1441461816157756/,https://www.youtube.com/watch?v=I6IE4ETPXeA,https://github.com/etherparty,
fuelcoin.org,https://cryptorank.io/ico/fuelcoin,http://www.fuelcoin.org/?utm_source=cryptorank,0.100,0.000627,: ,,https://twitter.com/FuelCoin,https://t.me/CryptoRankNews,,,,,,
snip.today,https://cryptorank.io/ico/snipcoin,https://snip.today?utm_source=cryptorank,0.0039,0.0000731,: ,,https://twitter.com/sniptoday,https://t.me/Sniptoday,,,,,https://github.com/sniptoday,
cryptopia.co.nz,https://cryptorank.io/ico/dotcoin,https://www.cryptopia.co.nz/?utm_source=cryptorank,"201,802,086",0.00389,,,https://twitter.com/dotcoinnz,https://t.me/CryptoRankNews,,,,,,
swarm.fund,https://cryptorank.io/ico/swarm-fund,https://www.swarm.fund/?utm_source=cryptorank,27.42,0.0169,USD,,https://twitter.com/TheSwarmFund,,,,,,https://github.com/swarmfund,https://www.linkedin.com/company/swarm-fund/
